POFOD;cost;response time:BRS_usage_scenario;ContinuousProcessingRateDegreeImpl:server1;ContinuousProcessingRateDegreeImpl:server2;ContinuousProcessingRateDegreeImpl:server3;ContinuousProcessingRateDegreeImpl:server4;ContinuousProcessingRateDegreeImpl:server5;ContinuousProcessingRateDegreeImpl:server6;ContinuousProcessingRateDegreeImpl:server7;ContinuousProcessingRateDegreeImpl:server8;ContinuousProcessingRateDegreeImpl:server9;AssembledComponentDegreeImpl:AC_Webserver;AllocationDegreeImpl:Allocation_AC_Webserver <WebServer>;AllocationDegreeImpl:Allocation_AC_Scheduler <Scheduler>;AllocationDegreeImpl:Allocation_AC_DB <DB>;AllocationDegreeImpl:Allocation_AC_ReportingEngine <ReportingEngine>;AllocationDegreeImpl:Allocation_AC_CacheInfo <CacheInfo>;AllocationDegreeImpl:Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>;AllocationDegreeImpl:Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>;AllocationDegreeImpl:Allocation_AC_UserManagement <UserManagement> <UserManagement>;AllocationDegreeImpl:Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>;Util of server1 CPU;Util of server2 CPU;Util of server3 CPU;Util of server4 CPU;Util of server5 CPU;Util of server6 CPU;Util of server7 CPU;Util of server8 CPU;Util of server9 CPU;
0.00157052613925035;718.7105440905918;4.101758;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;WebServer;server1;server2;server3;server4;server4;server2;server2;server2;server4;0.0449836;0.206536;0.0743181;0.023532;0.0;0.0;0.0;0.0;0.0;
0.0017948691591228583;1174.9246072363178;3.955914000000001;6.538730812597895;9.629891017872717;5.401477863796476;14.120537037073117;15.155960304041994;7.949838196248274;5.0393695559624225;8.89559698814194;18.657316385179747;WebServer3;server2;server5;server4;server1;server4;server6;server2;server3;server2;0.015845;0.0727511;0.0399836;0.0619127;0.0296859;0.140856;0.0;0.0;0.0;
0.0016394390348906107;2265.6727113604356;2.5467339;16.69977908461521;16.513638120339117;18.691735014128618;11.75616827363185;10.745762802882902;15.183707252178587;6.598434496666545;8.519191825747638;12.061044967150883;WebServer;server2;server1;server3;server6;server6;server9;server5;server1;server4;0.0398778;0.0272477;0.0397625;6.03513E-5;0.0260552;0.0154541;0.0;0.0;0.0928532;
0.0016701732443999973;2117.6590088117837;3.0067567000000004;8.322440709912902;17.633830311465587;6.1234666518403555;10.506212169876651;18.048087460327416;7.352073896669536;9.826575452524143;13.163163442048786;18.177703988900554;WebServer;server5;server1;server2;server9;server3;server4;server9;server9;server2;0.0540648;0.0421879;0.0213985;0.106591;0.0249304;0.0;0.0;0.0;0.0329839;
0.001603961427111389;1010.4727794379974;3.6071804999999997;6.933752050313779;11.314455319843088;6.7009225040040725;9.412964685149369;12.991704553609898;14.559186852652942;16.894028100715122;11.766645359189905;12.380102159351988;WebServer3;server5;server4;server4;server6;server5;server2;server8;server4;server8;0.0;0.0989689;0.0;0.149692;0.0424059;0.00711607;0.0;0.023852;0.0;
0.0017334401228892293;2394.460909047274;4.8813852;6.436086179932417;19.495394806804562;16.112113124470014;5.204100954325956;15.875165051888041;11.365353072253086;8.364857988803264;19.252567889174635;5.1849437748539655;WebServer;server9;server3;server8;server3;server2;server4;server3;server6;server3;0.0;0.00672072;0.0517677;0.215129;0.0;0.0190002;0.0;0.0386023;0.086755;
0.0015898831126422985;1764.6842765437411;3.0188567999999996;8.585231982932706;8.682244946431895;8.845456048989108;12.36694502767416;16.234496844483463;8.251009476887434;10.48517284147235;10.99894599146329;19.856506913439194;WebServer3;server9;server5;server4;server7;server1;server7;server9;server1;server1;0.0405023;0.0;0.0;0.0600973;0.0277154;0.0;0.116685;0.0;0.0352488;
0.0017767900068350606;1022.6226510318093;4.4463102;12.096329909917102;8.032910232559155;19.967736469232648;7.0263370922797375;6.963531583775558;10.24149489703279;15.893576176606029;9.008895151895295;19.793719236378287;WebServer;server4;server1;server5;server8;server1;server6;server8;server5;server2;0.048024;8.83149E-5;0.0;0.0640278;0.137737;0.109335;0.0;0.0425743;0.0;
0.0016956162112894413;2053.4609931648356;3.8301361;7.461458620818066;15.40690620142775;15.181758558485742;5.108354396207677;10.384309865038485;18.90927339421477;17.89618742494104;6.544175501789491;11.365494121828235;WebServer2;server7;server3;server4;server3;server3;server5;server6;server6;server8;0.0;0.0;0.0450887;0.145481;0.107833;0.0262259;0.0184351;1.08406E-4;0.0;
0.0015772538697510496;2837.715079104928;2.1271218999999997;14.906118081790012;7.473601367702859;18.105918244454173;18.32898411895725;5.471433231585709;18.539357032160023;9.824019713587134;18.653152452211692;13.024661222421305;WebServer3;server8;server6;server3;server6;server3;server1;server4;server4;server7;0.0751323;0.0;0.0482864;0.0270597;0.0;0.0298603;7.22224E-5;0.0225148;0.0;
