POFOD;cost;response time:BRS_usage_scenario;ContinuousProcessingRateDegreeImpl:server1;ContinuousProcessingRateDegreeImpl:server2;ContinuousProcessingRateDegreeImpl:server3;ContinuousProcessingRateDegreeImpl:server4;ContinuousProcessingRateDegreeImpl:server5;ContinuousProcessingRateDegreeImpl:server6;ContinuousProcessingRateDegreeImpl:server7;ContinuousProcessingRateDegreeImpl:server8;ContinuousProcessingRateDegreeImpl:server9;AssembledComponentDegreeImpl:AC_Webserver;AllocationDegreeImpl:Allocation_AC_Webserver <WebServer>;AllocationDegreeImpl:Allocation_AC_Scheduler <Scheduler>;AllocationDegreeImpl:Allocation_AC_DB <DB>;AllocationDegreeImpl:Allocation_AC_ReportingEngine <ReportingEngine>;AllocationDegreeImpl:Allocation_AC_CacheInfo <CacheInfo>;AllocationDegreeImpl:Allocation_Assembly_GraphicalReporting <GraphicalReporting> <GraphicalReporting>;AllocationDegreeImpl:Allocation_Assembly_OnlineReporting <OnlineReporting> <OnlineReporting>;AllocationDegreeImpl:Allocation_AC_UserManagement <UserManagement> <UserManagement>;AllocationDegreeImpl:Allocation_Assembly_CoreReportingEngine2_gr <CoreReportingEngine2> <CoreReportingEngine2>;Util of server1 CPU;Util of server2 CPU;Util of server3 CPU;Util of server4 CPU;Util of server5 CPU;Util of server6 CPU;Util of server7 CPU;Util of server8 CPU;Util of server9 CPU;
0.00157052613925035;718.7105440905918;4.101758;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;WebServer;server1;server2;server3;server4;server4;server2;server2;server2;server4;0.0449836;0.206536;0.0743181;0.023532;0.0;0.0;0.0;0.0;0.0;
0.0018023603874369742;1206.9780516337328;4.2761550999999995;9.935073284032452;10.635743541641302;11.181246931765678;11.710044401673677;11.375424894918421;16.40091859794356;5.1295349108100705;12.483711219440456;5.699997410292095;WebServer3;server1;server3;server9;server7;server3;server2;server6;server1;server1;0.0640735;0.105284;0.0519554;0.0;0.0;0.0170692;0.0201975;0.0;0.130382;
0.001813243308530721;1113.9832922567618;5.918109100000001;9.200759750086084;9.248943896383043;15.163862288627085;8.521481826777944;18.81092910607285;8.395102782508879;10.082951016562733;5.934091048987357;5.700454670910481;WebServer;server8;server1;server6;server4;server1;server8;server3;server9;server6;0.0631218;0.0;0.0184581;0.0121543;0.0;0.0886062;0.0;0.264417;0.0378761;
0.0017324665833309272;1726.9576555251265;4.3462677;19.545430853670055;13.188188732256988;6.4297364321007;17.808915501879774;12.74503823731757;15.185117785284444;6.828598090678586;12.425615732363356;5.821359710837604;WebServer3;server8;server5;server2;server3;server1;server9;server5;server5;server8;0.00670358;0.0563533;0.0161121;0.0;0.0742078;0.0;0.0;0.0338475;0.192334;
0.0016380963908018131;1747.1895107283865;2.8422068;10.708414229768831;17.927832102679336;14.594120066723145;7.881223728282138;17.264604384926994;6.475919228092568;14.280769352218803;17.300191851097107;14.144675903233493;WebServer3;server4;server1;server8;server4;server8;server3;server5;server3;server9;0.0420187;0.0;0.0915348;0.0664318;0.0162169;0.0;0.0;0.0505347;5.01596E-5;
0.0017192326472866837;1127.9834769593665;3.3227373;13.46407402834788;11.582847547468136;13.23508544247224;14.034841591150254;9.702459924161065;6.791490704627126;12.824507849298403;11.850523313382975;8.898519469753566;WebServer3;server8;server6;server4;server5;server4;server4;server9;server3;server8;0.0;0.0;0.0163181;0.142079;0.0106786;0.066248;0.0;0.0354948;0.0314615;
0.001575222853544389;1120.1567337407364;2.7312165;14.168082781183708;10.39259629032409;10.29450111644873;9.17579811363014;10.620197892689035;16.453194811708837;12.468838186583403;15.89174567780335;8.803846357039685;WebServer2;server4;server7;server8;server8;server3;server8;server7;server5;server3;0.0;0.0;0.0127972;0.0359591;0.0203366;0.0;0.058539;0.123755;0.0;
0.0016789883821622942;1199.8062344451068;3.8928043;9.505398794974187;5.669822360883495;13.469007295663536;14.194174053442607;6.655541018041667;10.586964841991431;8.019747744085539;14.370157422879274;9.944923702988053;WebServer2;server5;server6;server9;server9;server3;server1;server4;server5;server6;0.117807;0.0;0.00972823;0.0197238;0.0820228;0.0425647;0.0;0.0;0.0851507;
0.0016848861042426666;1949.6371477942425;5.1700531;18.33258670396973;18.573457556235304;18.711434751278468;6.583301159301552;10.750103070307262;13.28349202428954;9.641661583964343;8.217253688781978;11.523515381610876;WebServer3;server8;server9;server8;server3;server1;server8;server4;server4;server6;0.00714591;0.0;0.00553517;0.0753084;0.0;5.33893E-5;0.0;0.277728;0.0390274;
0.0015947552714922208;1102.7376941701887;3.3518566000000005;14.693444600955289;15.650638818172997;8.834942113005908;9.2025896517168;7.8140535672444384;15.018742735114584;12.353524174198238;17.333254293159193;9.37288440922294;WebServer;server7;server9;server9;server1;server7;server1;server6;server9;server3;0.0832621;0.0;8.03007E-5;0.0;0.0;0.0186401;0.0470251;0.0;0.150334;
0.0016363391601393884;1915.9024627293322;2.4998370999999997;18.426133935229114;17.140174476501116;14.042516886666409;9.044216468461883;15.82975774965402;6.340420974483748;16.92472082197486;18.051386925222822;15.843180724354509;WebServer3;server3;server9;server2;server6;server6;server2;server7;server5;server3;0.0;0.108699;0.0299566;0.0;0.0136442;0.0370082;0.0165427;0.0;0.0284007;
0.0016805933717917165;2417.1669346233803;2.6703263999999995;11.114902579085758;12.527780992549577;13.570574583772753;16.48056278229713;5.808374068556809;18.59933184302183;5.592855595752269;7.261669543347127;19.90482907549943;WebServer;server9;server8;server6;server6;server7;server4;server6;server2;server8;0.0;0.0172405;0.0;0.0679535;0.0;0.0605839;0.0234287;0.0620613;0.0226054;
0.0015284653645726287;1891.6710527949801;2.8691836;17.203459809791042;8.299539694995337;18.254957872391103;11.607500740877562;17.34384318774346;18.12859687511956;13.956377173064947;16.395786606166848;12.222042613744796;WebServer;server4;server3;server9;server1;server1;server9;server3;server5;server3;0.0136389;0.0;0.040022;0.0387608;0.0124525;0.0;0.0;0.0;0.152431;
0.0017724381775113818;1622.1988676352823;3.8353005000000002;6.254097847797837;18.026709092810943;11.309071225226745;12.340223339440445;7.350422951170076;13.489510747675904;10.62731981889424;12.543464635862632;8.33609857476413;WebServer3;server6;server3;server7;server2;server6;server9;server1;server8;server7;0.0447651;0.00574745;0.0397845;0.0;0.0;0.0408429;0.0700009;0.017218;0.134332;
0.0016551034733842673;2792.2211755136123;4.0886013000000005;11.37145471916837;12.62030528987801;14.196235588609479;17.510745848723502;18.40636028512133;19.46737605317496;18.230850990918185;7.701746509036364;6.169662904673074;WebServer2;server6;server3;server1;server9;server2;server9;server3;server7;server5;0.0653563;0.0103821;0.0514102;0.0;3.8538E-5;0.016946;0.0118456;0.0;0.198267;
0.001538286095999597;1141.1288616399431;4.566338299999999;18.61760144968461;11.37148795635307;6.8212380946630695;17.02256331529746;12.08141069653755;11.93634543793853;10.467201738477614;15.683540625362523;18.162016865094714;WebServer;server3;server6;server8;server3;server4;server3;server4;server6;server3;0.0;0.0;0.245348;0.0241411;0.0;0.0557747;0.0;0.0473862;0.0;
0.0016556949282895417;1850.4918459881746;2.5133356000000004;13.621843339301027;13.313053751250965;16.13976122763929;14.566958131651367;19.214427478881113;11.057241313927154;9.206989494269724;6.928287532595218;7.703925299166265;WebServer3;server2;server5;server3;server2;server9;server5;server7;server7;server1;5.20859E-5;0.039328;0.0460495;0.0;0.0817029;0.0;0.0538683;0.0;0.0170087;
0.001646174420274038;1505.2084783524583;3.1438146;11.970764553115512;16.83325338882721;7.359820358121283;9.441424301551848;14.984361162943648;7.830199123643187;12.362551077337834;7.778597848058088;15.034105878540375;WebServer;server4;server4;server5;server8;server4;server9;server2;server4;server1;5.92667E-5;0.0166313;0.0;0.132061;0.0495993;0.0;0.0;0.0133198;0.0744866;
0.0017366683143740236;1251.131869613753;5.137134199999999;7.178758570152056;7.696248816850261;11.498009761166877;7.843581058882333;6.329689290152593;15.614175553158747;16.09594478193526;5.890979577024693;10.651461810521898;WebServer2;server8;server7;server8;server4;server7;server1;server4;server3;server9;0.155958;0.0;0.0187803;0.048894;0.0;0.0;0.0360859;0.182141;6.65943E-5;
0.0015509297530804655;1279.2268781701741;3.6475071;16.05436691807962;15.790063596218136;11.857437027586272;11.869401307216854;9.004012201729552;10.932767854433816;10.209683786650984;14.03066281428999;9.993721562922307;WebServer2;server7;server7;server9;server9;server1;server7;server2;server4;server4;0.00816125;0.017729;0.0;0.0182541;0.0;0.0;0.186047;0.0;0.0847325;
